word	length	syllables	senses	synonyms	hyponyms	hypernyms	subtitles	simple	subtlex
longest	7	2	10	10	0	0	-16.5	-13.6	-16.4
longitude	9	3	1	0	0	1	-19.6	-16.1	-19
longitudinal	12	5	3	0	0	0	-22.1	-17.7	-22.4
look	4	1	14	28	59	11	-7.9	-11.7	-7.8
looked	6	1	10	17	44	7	-12.2	-13.3	-11.8
looking	7	2	13	20	55	9	-10.3	-12.9	-9.9
looks	5	1	14	29	59	11	-10.6	-12.7	-10.4
looksmart	9	3	0	0	0	0	-26.4	-22.2	-24.4
lookup	6	2	1	1	0	1	-23.1	-18.2	-23.4
loop	4	1	15	11	11	14	-16.4	-15.1	-15.9
loops	5	1	15	12	11	14	-18.6	-17.3	-18.5
loose	5	1	18	24	11	3	-13.8	-15.6	-13.3
loosely	7	2	4	4	0	0	-19.1	-16	-19
lopez	5	2	0	0	0	0	-17.3	-17.2	-24.4
lord	4	1	4	12	18	3	-11.7	-12.4	-11.6
lords	5	1	4	13	18	3	-16.6	-15	-16.9
loren	5	2	1	3	0	0	-19.8	-19.6	-18.3
lori	4	2	0	0	0	0	-17.2	-19	-15.7
lorraine	8	2	1	2	0	0	-16.7	-16.1	-24.4
lose	4	1	11	9	8	4	-11.6	-13.9	-11.3
loses	5	2	11	10	8	4	-15.6	-15.2	-15.4
losing	6	2	11	10	8	4	-13.3	-14.1	-13
loss	4	1	8	10	12	8	-14.3	-13.6	-13.8
losses	6	2	9	12	12	9	-17.2	-15.4	-16.5
lost	4	1	21	25	8	5	-10.7	-11.4	-10.6
lot	3	1	9	49	20	8	-9.9	-10.6	-9.5
lotion	6	2	2	1	11	2	-16.9	-19.4	-17
lots	4	1	11	69	20	8	-12.8	-12.2	-12.8
lottery	7	3	2	1	5	2	-15.4	-17.2	-15.9
lotus	5	2	3	9	0	2	-16.9	-14.9	-17.7
lou	3	1	0	0	0	0	-14.1	-16.4	-24.4
loud	4	1	4	15	0	0	-13.2	-14.6	-13.4
louis	5	2	1	3	0	0	-14.5	-12.4	-14
louise	6	2	0	0	0	0	-15	-14.8	-14.9
louisiana	9	5	1	3	0	0	-17.8	-14.2	-16.5
lounge	6	1	4	16	9	4	-16.1	-18.4	-15.7
love	4	1	10	35	20	9	-8.5	-11.5	-8.6
loved	5	1	5	26	8	3	-12.2	-13.9	-11.9
lovely	6	2	3	4	0	1	-12	-16.7	-12.1
lover	5	2	3	3	25	3	-13.8	-15.1	-14
lovers	6	2	3	4	25	3	-14.9	-16	-15.2
loves	5	1	10	36	20	9	-12.5	-14.8	-12.5
loving	6	2	5	26	8	3	-14.2	-16.3	-14.1
low	3	1	16	35	0	4	-13.1	-12	-12.8
lowe	4	1	0	0	0	0	-19.7	-17.6	-18.1
lowell	6	2	4	6	0	0	-18.8	-17.1	-24.4
lower	5	2	16	37	7	6	-14	-12	-13.9
lowered	7	2	6	10	7	5	-17.5	-16.4	-17.8
lowering	8	3	8	14	8	7	-18.6	-17.8	-18.5
lowest	6	2	12	29	0	0	-16.8	-14.2	-16.6
lows	4	1	5	10	0	4	-19.5	-19.4	-19.5
loyal	5	2	3	4	0	0	-15.3	-15.3	-15.1
loyalty	7	3	3	4	9	3	-15.9	-16	-15.2
loyola	6	3	1	4	0	0	-21.8	-18.3	-24.4
ltd	3	3	0	0	0	0	-17.7	-15.1	-24.4
lu	2	1	1	4	0	1	-17	-16.5	-17.7
lucas	5	2	1	2	0	0	-15.4	-15.4	-24.4
lucia	5	2	0	0	0	0	-16.8	-16.6	-16.8
luck	4	1	3	8	7	2	-11.7	-15.4	-11.4
lucky	5	2	3	4	0	0	-11.7	-15.8	-11.5
lucy	4	2	1	1	0	0	-14	-15.2	-13.3
ludwig	6	2	0	0	0	0	-18.6	-15.4	-17.4
luggage	7	2	1	1	7	1	-15.1	-18.4	-15.2
luis	4	2	0	0	0	0	-16.3	-15.2	-24.4
luke	4	1	2	5	0	0	-13.9	-14.3	-12.8
lulu	4	2	1	10	0	1	-16.4	-16.2	-16.4
lumber	6	2	4	4	4	5	-18	-16.9	-17.4
lump	4	1	6	16	15	7	-16.3	-18	-16.9
luna	4	2	1	1	0	0	-17.5	-16.5	-18.6
lunar	5	2	1	0	0	0	-17.8	-16.1	-17.7
lunch	5	1	3	3	1	3	-12.1	-16.4	-12
lund	4	1	1	1	0	0	-21.5	-17.9	-24.4
lung	4	1	1	0	0	1	-15.8	-15.3	-15.7
lungs	5	1	1	1	0	1	-16	-14.9	-15.3
lush	4	1	4	15	0	1	-18.1	-18.5	-18.5
lust	4	1	3	7	0	3	-16.4	-17.5	-16.2
lutheran	8	3	3	1	0	1	-20.2	-15.8	-18.8
luton	5	2	0	0	0	0	-20.4	-18.1	-24.4
luxurious	9	4	2	11	0	0	-18.2	-18.7	-18.5
luxury	6	3	3	5	0	3	-15.9	-15.9	-16.1
lycos	5	2	0	0	0	0	-24.8	-20.6	-24.4
lydia	5	3	1	1	0	0	-16.6	-17.7	-24.4
lying	5	2	8	8	33	6	-12.6	-14.9	-12.2
lynch	5	1	1	0	0	1	-17.3	-16.4	-16.4
lynn	4	1	0	0	0	0	-16.3	-16.1	-15.4
lynne	5	1	0	0	0	0	-19.6	-16.9	-24.4
lynx	4	1	2	1	5	1	-19.4	-17.3	-24.4
lyon	4	2	1	2	0	0	-19.2	-16.3	-19.7
lyons	5	2	4	4	0	1	-19.2	-18.1	-24.4
lyric	5	2	7	4	3	3	-18.8	-17	-18.6
lyrics	6	2	3	4	3	3	-16.2	-14	-16.4
ma	2	1	4	17	0	3	-26.4	-22.2	-24.4
mac	3	1	1	3	1	1	-14.7	-14.4	-13.9
macau	5	2	1	2	0	0	-18.2	-17.2	-24.4
macdonald	9	3	0	0	0	0	-18.3	-17.7	-24.4
macedonia	9	5	2	3	0	0	-20.5	-15.1	-20.7
machine	7	2	8	6	78	7	-12.5	-12.7	-12.6
machinery	9	4	2	0	2	2	-16.9	-16.2	-16.8
machines	8	2	8	7	78	7	-14.9	-13.6	-14.9
macintosh	9	3	2	3	1	2	-18.9	-16.7	-19.2
mack	4	1	1	3	1	1	-16.7	-17.9	-15.9
macmillan	9	3	0	0	0	0	-20.5	-18	-24.4
macon	5	2	2	2	0	1	-20.4	-17.7	-24.4
macos	5	3	0	0	0	0	-26.4	-22.2	-24.4
macro	5	2	2	1	0	1	-21.4	-17.4	-19.6
macromedia	10	5	0	0	0	0	-26.4	-19.9	-24.4
macros	6	3	1	2	0	1	-24.8	-22.2	-24.4
macs	4	1	1	4	1	1	-21.5	-19.9	-21.6
mad	3	1	4	15	0	0	-11.7	-15	-11.9
madam	5	2	2	5	2	2	-12.7	-19.6	-13.2
madame	6	2	1	0	0	1	-13.7	-16.7	-13.7
madden	6	2	3	1	1	2	-18.4	-17.4	-19.5
made	4	1	52	67	173	34	-9.8	-8.3	-9.6
madison	7	3	2	4	0	0	-15.8	-14.6	-15.5
madness	7	2	5	12	2	5	-15.5	-17	-15.6
madonna	7	3	2	6	0	0	-16.1	-15.9	-16.2
madrid	6	2	1	3	0	0	-16.6	-14.4	-17.3
magazine	8	3	6	8	7	6	-13.9	-12.7	-13.6
magazines	9	3	6	9	7	6	-15.6	-14.6	-15.3
magellan	8	3	1	3	0	0	-20.4	-17.7	-19.8
magenta	7	3	3	2	0	1	-19.5	-17.1	-19.4
maggie	6	2	0	0	0	0	-14.2	-16.8	-13.9
magic	5	2	3	14	7	2	-12.6	-13.6	-13
magical	7	3	1	6	0	0	-15.1	-15.2	-15.5
magnesium	9	4	1	2	0	1	-19.2	-16.5	-18.8
magnet	6	2	2	4	9	2	-16.7	-16	-17.2
magnetic	8	3	5	3	0	0	-16.8	-14.2	-16.6
magnets	7	2	2	5	9	2	-18.7	-16.6	-18.8
magnificent	11	4	1	3	0	0	-15	-17	-15
magnitude	9	3	3	1	16	3	-18.6	-15	-18.2
magnolia	8	3	2	0	8	2	-19.3	-19.2	-19.2
mahogany	8	4	3	5	12	3	-18.3	-19.6	-19.1
maid	4	1	2	4	5	2	-14.3	-16.1	-14.2
maiden	6	2	3	6	1	2	-16.2	-15.8	-16.2
mail	4	1	7	11	25	7	-13.8	-14.8	-13.5
mailbox	7	2	2	2	1	2	-17	-21.2	-16.6
mailed	6	1	3	5	5	2	-18	-20.2	-17.6
mailing	7	2	4	5	5	4	-18.6	-16.9	-18.3
mailman	7	2	1	4	0	1	-17.1	-21.2	-17.2
mails	5	1	7	12	25	7	-19.8	-19	-20
main	4	1	5	6	4	2	-13.6	-10.2	-13.3
maine	5	1	1	3	0	0	-17	-14.7	-16.2
mainland	8	2	1	0	0	1	-17.6	-14.1	-17.1
mainly	6	2	1	4	0	0	-16.4	-11.9	-16.4
mainstream	10	2	1	0	0	1	-19	-15	-18.4
maintain	8	2	10	13	17	6	-15.7	-14.8	-15
maintained	10	2	12	17	17	6	-18.1	-15	-17.5
maintainer	10	3	1	2	0	1	-25.4	-22.2	-22
maintaining	11	3	10	14	17	6	-18.3	-16.8	-17.8
maintains	9	2	10	14	17	6	-19.6	-16.6	-18.5
maintenance	11	3	5	7	6	5	-16.4	-15.9	-15.9
majestic	8	3	3	8	0	0	-17.7	-18.3	-18.2
majesty	7	3	1	2	0	1	-13.6	-16.4	-13.5
major	5	2	13	4	0	4	-12.5	-10.8	-12
majority	8	4	3	3	0	3	-16.8	-13.3	-16.3
majors	6	2	6	7	0	5	-17.9	-17.2	-17
make	4	1	51	69	175	36	-8.5	-9.3	-8.3
makefile	8	3	0	0	0	0	-26.4	-22.2	-24.4
maker	5	2	3	11	35	2	-15.9	-14.7	-16.4
makers	6	2	3	12	35	2	-18.2	-15.3	-18
makes	5	1	51	70	175	36	-11	-10.9	-10.8
makeup	6	2	3	5	16	3	-14.3	-15.7	-14.7
making	6	2	52	70	177	37	-11	-10.9	-10.9
malaga	6	3	1	1	0	0	-20.4	-20.6	-20.5
malaria	7	4	1	0	2	1	-18.1	-14.9	-18
malaysia	8	3	1	2	0	0	-18.7	-14.5	-18.4
malaysian	9	3	3	5	3	2	-19.9	-17	-19.5
malcolm	7	2	0	0	0	0	-14.9	-15.7	-24.4
maldives	8	2	2	3	0	0	-20.6	-18.1	-24.4
male	4	1	6	6	15	2	-13.7	-12.3	-13.6
males	5	1	3	3	15	2	-17.2	-13.4	-17.3
mali	4	2	1	3	0	0	-20.1	-15.6	-18.6
malibu	6	3	0	0	0	0	-16.9	-17.8	-24.4
malicious	9	3	1	0	0	0	-18.3	-17.5	-18
malignant	9	3	1	0	0	0	-19.2	-18.2	-18.4
mall	4	1	2	6	1	2	-14.8	-15.2	-14.5
malls	5	1	2	7	1	2	-18.6	-17.9	-18.3
malpractice	11	3	2	0	0	1	-18.5	-22.2	-18.1
malta	5	2	2	2	0	0	-19.9	-15.4	-19.5
maltese	7	2	5	6	0	4	-19.4	-16.6	-21
mama	4	2	2	9	0	1	-12.5	-17.1	-12
mambo	5	2	2	0	0	2	-17.3	-19.6	-17.4
mammals	7	2	1	2	6	1	-18.5	-13.3	-18.6
man	3	1	13	21	78	14	-8.2	-10.8	-7.8
manage	6	2	7	20	22	6	-13.8	-15.3	-14.3
managed	7	2	7	21	22	6	-14.5	-13.6	-14.6
management	10	3	2	1	14	2	-15.4	-13.8	-15.2
manager	7	3	2	4	9	2	-13.3	-13	-13.4
managerial	10	5	1	0	0	0	-20.2	-19.9	-20
managers	8	3	2	5	9	2	-17.7	-16.1	-17.5
manages	7	3	7	21	22	6	-18	-15.7	-18
managing	8	3	7	21	22	6	-17	-15.7	-16.9
manchester	10	3	2	1	0	0	-17	-13.1	-17.3
mandarin	8	3	6	7	6	6	-17.5	-15.9	-18.3
mandate	7	2	6	3	0	5	-19.3	-17.5	-18.1
mandated	8	3	3	1	0	2	-21.6	-18.7	-20.7
mandates	8	2	6	4	0	5	-22.2	-19.2	-22
mandatory	9	4	3	4	0	2	-17.7	-16.9	-17.4
mandrake	8	2	2	3	0	2	-19.2	-18.9	-18.5
mandy	5	2	0	0	0	0	-16	-19.4	-24.4
manga	5	2	0	0	0	0	-18.9	-14.5	-21
manhattan	9	3	2	1	1	1	-15.8	-14.7	-15.1
mania	5	3	2	3	11	2	-19.1	-17.6	-18.7
manifest	8	3	5	9	5	4	-18.4	-18.6	-16.8
manifold	8	3	6	3	8	5	-20.4	-20.2	-19.7
manila	6	3	2	5	0	1	-18.7	-15.8	-18.2
manipulate	10	4	6	11	14	6	-17.5	-18.2	-16.9
manipulated	11	5	6	12	14	6	-18.1	-18.6	-17.8
manipulation	12	5	2	2	2	2	-18.6	-17.5	-18.3
manitoba	8	4	1	1	0	0	-20.4	-15.1	-22.8
mankind	7	2	1	7	0	2	-15.9	-15.6	-15.6
mann	4	1	2	3	0	0	-17.8	-16.3	-24.4
manner	6	2	3	5	17	3	-15.4	-14.8	-15.2
manor	5	2	2	1	0	2	-17.3	-15.8	-16.9
mansfield	9	2	2	3	0	0	-18.7	-16.3	-24.4
mansion	7	2	2	9	3	2	-15.6	-15.9	-16
manual	6	3	5	1	5	2	-16	-15.6	-15.7
manually	8	4	1	0	0	0	-19.1	-17	-18
manuals	7	3	2	2	5	2	-20	-17	-19.4
manuel	6	2	0	0	0	0	-16.3	-15.6	-24.4
manufacture	11	4	6	8	13	6	-18.2	-16.5	-17.4
manufactured	12	4	5	6	7	4	-18.6	-15.7	-17.8
manufacturer	12	5	2	3	9	2	-18.1	-15.5	-17.9
manufacturers	13	5	2	4	9	2	-19.3	-15.9	-18.7
manufactures	12	4	6	9	13	6	-20.6	-18.4	-20.2
manufacturing	13	5	5	7	10	5	-18.4	-14.8	-17.9
manuscript	10	3	2	2	3	2	-17.5	-15.7	-17.3
manuscripts	11	3	2	3	3	2	-19.5	-15.9	-19.6
many	4	2	1	0	0	0	-10.4	-8	-10.2
maori	5	2	2	1	0	2	-20.5	-17.7	-21.6
map	3	1	8	6	20	8	-14	-13.7	-13.7
maple	5	2	2	0	16	2	-17.1	-14.8	-17
mapped	6	1	6	3	2	6	-19.6	-17.5	-18.8
mapping	7	2	8	7	13	8	-20.3	-17.2	-18.9
mapquest	8	3	2	1	0	1	-21.6	-22.2	-24.4
maps	4	1	8	7	20	8	-17	-14.5	-16.4
mar	3	1	4	9	16	4	-17.5	-16	-16.7
marathon	8	3	3	3	0	2	-16.4	-16.3	-16.5
marble	6	2	4	0	2	4	-16.6	-15.5	-16.3
marc	4	1	1	0	0	1	-15.9	-16.3	-16.3
marcel	6	2	2	0	0	2	-16.9	-16.8	-18.2
march	5	1	14	20	18	12	-14.3	-10.6	-14.1
marco	5	2	0	0	0	0	-15.4	-15.7	-15.1
marcos	6	2	0	0	0	0	-17.8	-16.5	-24.4
marcus	6	2	0	0	0	0	-15.5	-15.2	-24.4
margaret	8	3	0	0	0	0	-14.4	-14.6	-13.7
margin	6	2	6	8	3	6	-18.1	-16.2	-17.7
marginal	8	3	4	3	0	0	-20	-18.4	-19.6
margins	7	2	6	9	3	6	-19.7	-18.2	-18.6
maria	5	3	2	3	0	2	-13.7	-13.3	-14.2
mariah	6	3	0	0	0	0	-18.8	-18.2	-24.4
mariana	7	4	0	0	0	0	-18.4	-17.4	-20.5
marie	5	2	0	0	0	0	-14.6	-13.9	-14
marietta	8	4	0	0	0	0	-20.1	-20.2	-24.4
marilyn	7	3	0	0	0	0	-15.6	-15.1	-15.6
marin	5	2	0	0	0	0	-17.3	-17.4	-24.4
marina	6	3	1	0	0	1	-16.3	-15.7	-16.5
marine	6	2	7	6	0	2	-15.7	-13.8	-14.9
mariners	8	3	1	9	9	1	-20.3	-17	-19.5
marines	7	2	3	6	1	3	-16.9	-16.1	-15.4
marino	6	3	1	4	0	0	-19	-16.6	-24.4
mario	5	3	0	0	0	0	-15.3	-12.9	-24.4
marion	6	3	0	0	0	0	-16.7	-15.9	-24.4
marital	7	3	1	2	0	0	-17.5	-19.4	-17.7
maritime	8	3	2	2	0	0	-19.4	-16.3	-19.2
mark	4	1	30	57	81	26	-12.7	-12.7	-12.3
marked	6	1	18	30	41	14	-16	-13.9	-15.3
marker	6	2	3	2	15	3	-17.2	-17.2	-16.3
markers	7	2	3	3	15	3	-18.4	-17.3	-17.5
market	6	2	9	9	23	9	-13.5	-12.8	-13.5
marketed	8	3	4	3	1	4	-21.5	-16.6	-21.4
marketing	9	3	7	5	19	6	-16.1	-15.5	-16.4
marketplace	11	3	2	3	14	2	-18.9	-17.5	-18
markets	7	2	9	10	23	9	-17.8	-15.3	-17.7
markings	8	2	19	33	62	18	-18.6	-16.6	-17.8
marks	5	1	31	61	81	26	-14.7	-13.9	-14.2
markup	6	2	2	0	0	2	-21	-16.2	-21.4
marlborough	11	3	0	0	0	0	-23.1	-17.7	-24.4
marley	6	2	1	3	0	0	-16.7	-17	-24.4
maroon	6	2	6	2	0	5	-18.7	-16.2	-18.4
marquette	9	2	2	3	0	0	-21.2	-18.4	-24.4
marriage	8	2	4	8	17	4	-12.1	-13	-12.4
marriages	9	3	4	9	17	4	-16.6	-16.5	-16.7
married	7	2	5	11	7	3	-10.7	-11.3	-10.8
marrow	6	2	5	18	9	5	-18	-16.9	-17.1
marry	5	2	2	8	7	2	-11.8	-13.8	-12
mars	4	1	6	12	16	4	-15.7	-14.5	-15.3
marsh	5	1	3	6	1	1	-16.8	-15.7	-16.9
marshall	8	2	5	6	2	2	-14.8	-14.9	-14
mart	4	1	1	3	6	1	-18	-20.6	-17.8
martha	6	2	0	0	0	0	-14.9	-16.1	-13.9
martial	7	2	4	5	0	0	-16	-14.5	-16.2
martin	6	2	5	6	3	1	-13.4	-12.8	-13.3
martini	7	3	1	0	1	1	-16.3	-17.9	-15.7
marvel	6	2	3	1	0	3	-17.4	-16.4	-17.7
marvin	6	2	0	0	0	0	-16.1	-15.7	-24.4
marx	4	1	5	10	0	0	-17.6	-15.5	-17.4
mary	4	2	1	5	0	0	-12.6	-12.2	-12.2
maryland	8	3	2	4	0	0	-17.9	-14.9	-17
mask	4	1	9	7	10	8	-14.6	-14.1	-14.4
masks	5	1	9	8	10	8	-16.6	-15.8	-16.2
mason	5	2	5	8	1	2	-15.8	-16.8	-14.9
mass	4	1	11	37	29	11	-15	-12.3	-14.6
massachusetts	13	4	4	6	0	2	-17.5	-13.6	-16.6
massage	7	2	3	2	7	3	-14.8	-18.6	-15.2
masses	6	2	12	36	29	12	-17.2	-15.4	-17.3
massey	6	2	0	0	0	0	-18.6	-18.7	-24.4
massive	7	2	4	2	0	0	-15.3	-14.4	-15.4
master	6	2	15	27	13	13	-11.7	-12.9	-12.2
masterbating	12	4	0	0	0	0	-26.4	-22.2	-24.4
masterbation	12	4	0	0	0	0	-26.4	-22.2	-24.4
mastercard	10	3	0	0	0	0	-19.7	-21.2	-24.4
masterpiece	11	3	2	1	0	2	-16.5	-16.9	-16.9
masters	7	2	15	26	13	13	-15.8	-15.1	-15.8
masturbating	12	4	2	6	1	1	-18	-18.2	-18.5
masturbation	12	4	1	1	3	1	-18	-15.9	-17.9
mat	3	1	10	19	8	9	-16.8	-16.9	-16.9
match	5	1	19	28	49	17	-13	-11.7	-13.1
matched	7	1	12	23	24	9	-17.3	-17	-16.7
matches	7	2	19	29	49	17	-15.3	-13.4	-15
matching	8	2	12	27	24	9	-16.6	-16.9	-16.5
mate	4	1	13	15	19	14	-13.1	-14.7	-13.8
mateo	5	3	0	0	0	0	-19.9	-19.6	-24.4
material	8	4	11	7	229	5	-14.6	-12.4	-14.2
materially	10	5	2	0	0	0	-22.4	-20.2	-22
materials	9	4	5	5	229	5	-16.9	-13.2	-16.6
maternal	8	3	4	4	0	0	-18	-17.5	-18.1
maternity	9	4	3	6	7	3	-17.4	-19.9	-17.4
mates	5	1	16	26	23	17	-15.7	-17.1	-16.4
math	4	1	1	2	2	1	-14.8	-15.1	-14.7
mathematical	12	5	5	1	0	0	-18.5	-14	-18
mathematics	11	4	1	2	2	1	-17.8	-13.2	-17.1
maths	5	3	2	2	2	1	-17.6	-17.2	-21.6
mating	6	2	6	22	18	6	-17.3	-15.4	-16.8
matrices	8	3	6	3	5	6	-25.4	-17.3	-22.8
matrix	6	2	6	2	5	6	-17.6	-14.9	-16.8
mats	4	1	9	18	8	9	-18.5	-17.1	-18.4
matt	4	1	2	7	0	1	-14.4	-14.5	-13.7
matte	5	1	4	12	1	3	-20.2	-19.9	-20.6
matter	6	2	7	7	31	7	-10.5	-12.8	-10.2
matters	7	2	7	8	31	7	-13.9	-14.9	-13.6
matthew	7	2	2	7	0	0	-15.1	-14.2	-14.7
matthews	8	2	2	7	0	0	-16.6	-17.1	-24.4
mattress	8	2	1	0	7	1	-16	-18	-16
mature	6	2	11	10	6	5	-15.3	-14.9	-15.7
maturity	8	4	3	4	5	3	-17.7	-16.8	-17.7
maureen	7	2	0	0	0	0	-16.6	-18.5	-24.4
maurice	7	2	0	0	0	0	-15	-15.5	-24.4
mauritania	10	5	1	4	0	0	-22.8	-17.4	-23.4
mauritius	9	4	2	2	0	0	-19.8	-16.5	-24.4
max	3	1	1	7	0	1	-12.4	-14.1	-12.5
maxim	5	2	2	3	3	1	-17.7	-17	-18.3
maximal	7	3	1	1	0	0	-24.1	-19.6	-23.4
maximize	8	3	2	1	0	2	-19.6	-18.5	-18.9
maximum	7	3	4	5	0	4	-16.1	-14.1	-15.7
maxtor	6	2	0	0	0	0	-26.4	-22.2	-24.4
maxwell	7	2	2	4	0	1	-16	-15.9	-16.4
may	3	1	2	5	0	2	-10	-8.9	-9.7
maya	4	2	2	3	10	2	-15.4	-15	-16.5
maybe	5	2	1	5	0	0	-9.2	-15	-8.8
mayen	5	3	0	0	0	0	-26.4	-20.2	-24.4
mayer	5	2	2	4	0	0	-18.4	-17.7	-24.4
mayo	4	2	1	1	1	1	-17.3	-17.4	-17
mayor	5	2	1	1	4	2	-13.4	-13	-13.7
mayotte	7	2	0	0	0	0	-23.4	-19.2	-24.4
mazda	5	2	0	0	0	0	-21.3	-17.9	-24.4
mbps	4	3	0	0	0	0	-26.4	-22.2	-24.4
mccain	6	2	0	0	0	0	-19.3	-17.2	-24.4
mccarthy	8	3	2	5	0	0	-18.2	-17	-24.4
mccartney	9	3	1	3	0	0	-19	-14.2	-24.4
mccormick	9	3	2	4	0	0	-19.1	-18.3	-24.4
mccoy	5	2	0	0	0	0	-17.3	-18.3	-15.7
mcdonald	8	3	0	0	0	0	-17.3	-16	-16.8
mcgill	6	2	0	0	0	0	-19.9	-17.9	-24.4
mckenzie	8	3	0	0	0	0	-18.4	-19.2	-24.4
mclean	6	2	0	0	0	0	-20.7	-17	-24.4
md	2	2	4	14	14	3	-18	-16.3	-19.1
mda	3	3	0	0	0	0	-26.4	-22.2	-24.4
me	2	1	1	3	0	0	-26.4	-22.2	-24.4
mead	4	1	3	3	1	1	-18.8	-18	-18.6
meadow	6	2	1	1	0	1	-17.5	-17.4	-17.5
meadows	7	2	1	2	0	1	-18.1	-16.5	-17.8
meal	4	1	3	1	23	3	-13.8	-15	-13.8
meals	5	1	3	2	23	3	-15.7	-16.6	-15.7
mean	4	1	16	18	13	5	-8.6	-12	-8.4
meaning	7	2	10	15	29	6	-13.7	-11.4	-13.5
meaningful	10	3	1	0	0	0	-17.1	-17.4	-16.9
meanings	8	2	9	14	29	6	-19.8	-14.7	-19.3
means	5	1	11	13	28	8	-11.1	-10.1	-10.9
meant	5	1	7	9	10	4	-12.2	-12.4	-12
meantime	8	2	2	4	1	1	-15.2	-17.6	-14.8
meanwhile	9	2	3	4	1	1	-15.1	-14.7	-14.7
measurable	10	4	2	1	0	0	-22	-18.7	-21.8
measure	7	2	13	25	105	13	-15.6	-13.3	-15.3
measured	8	2	8	16	23	4	-17.6	-13.8	-17.2
measurement	11	3	1	3	37	1	-19.4	-14.8	-19.6
measurements	12	3	1	4	37	1	-17.8	-15.7	-17.7
measures	8	2	13	26	105	13	-16.6	-14.6	-16.3
measuring	9	3	5	11	60	5	-17.7	-14.8	-17.4
meat	4	1	3	15	27	3	-13.1	-13.3	-13.2
mechanic	8	3	3	6	0	2	-16.3	-18.1	-16.4
mechanical	10	4	3	1	0	0	-16.2	-14	-16.4
mechanics	9	3	4	8	7	4	-17.5	-14.4	-17.4
mechanism	9	4	5	2	32	5	-16.9	-15.5	-16.8
mechanisms	10	4	5	3	32	5	-19.9	-16.2	-19.6
medal	5	2	1	5	15	1	-15.5	-13.2	-15.2
medals	6	2	1	6	15	1	-16.9	-15	-16.7
media	5	3	11	6	14	10	-14.6	-12.8	-14.2
median	6	3	4	3	0	1	-21.1	-14.5	-20
mediated	8	4	3	5	0	2	-22.9	-20.6	-23.4
mediation	9	4	2	1	4	2	-20	-19	-19.8
mediawiki	9	3	0	0	0	0	-26.4	-15.2	-24.4
medicaid	8	3	1	1	0	1	-20.5	-21.2	-19.2
medical	7	3	4	6	0	1	-13.7	-12.7	-12.9
medicare	8	3	1	1	0	1	-20.1	-20.2	-19.2
medication	10	4	2	3	86	2	-15.6	-16.6	-15
medications	11	4	2	4	86	2	-18.5	-17.1	-18.1
medicine	8	3	5	7	136	5	-13.9	-12.7	-13.6
medicines	9	3	5	8	136	5	-17.4	-15.1	-18.5
medieval	8	3	3	4	0	0	-17.4	-13.8	-17.1
medina	6	3	2	2	0	1	-19.1	-16.5	-18.3
meditation	10	4	2	1	0	1	-17.5	-15.6	-18
mediterranean	13	6	2	2	1	0	-18	-13.9	-17.4
medium	6	3	13	7	14	10	-16	-14.3	-15.9
meet	4	1	15	28	44	8	-10.4	-12.9	-10.2
meeting	7	2	19	31	67	13	-11.8	-13.4	-11.6
meetings	8	2	19	32	67	13	-15.6	-14.7	-15.3
meets	5	1	14	28	44	8	-15.7	-13.8	-15.5
meetup	6	2	0	0	0	0	-23.8	-22.2	-24.4
meg	3	1	1	3	0	1	-15.4	-18.7	-14.6
mega	4	2	0	0	0	0	-17.5	-16.2	-19
megan	5	2	0	0	0	0	-16	-17.7	-24.4
megapixel	9	3	0	0	0	0	-22.5	-21.2	-24.4
melanie	7	3	0	0	0	0	-16.6	-17.6	-24.4
melbourne	9	2	2	1	0	0	-18.5	-13.5	-18.5
melissa	7	3	1	2	0	1	-16.3	-17.4	-15.6
mellon	6	2	1	4	0	0	-21.1	-18.3	-20.4
melody	6	3	2	7	8	2	-15.8	-15.2	-16
melt	4	1	7	15	4	7	-15.9	-16.1	-15.8
melted	6	2	7	16	4	5	-16.8	-15.9	-16.7
melting	7	2	8	16	4	7	-16.9	-15.6	-17
member	6	2	5	5	37	5	-12.2	-11	-13.8
members	7	2	5	6	37	5	-14.4	-10.8	-14.1
membership	10	3	2	1	0	2	-17	-15.1	-17
memberships	11	3	2	2	0	2	-21.5	-19.4	-22.4
membrane	8	2	2	1	32	2	-19	-15.4	-18.5
membranes	9	2	2	2	32	2	-20.3	-16.4	-19.6
memo	4	2	1	2	1	1	-16.7	-21.2	-16
memorabilia	11	5	1	0	0	1	-19.4	-18.9	-19.7
memorable	9	4	1	0	0	0	-17.6	-17.4	-17.5
memorandum	10	4	1	2	1	1	-20.5	-19.4	-19.6
memorial	8	4	3	3	10	3	-16.4	-13.7	-15.9
memory	6	3	5	9	20	6	-13.4	-13.2	-13.1
memphis	7	2	2	1	0	0	-17.5	-15.6	-16.4
men	3	1	12	26	78	13	-10.6	-11.1	-10.2
mens	4	1	1	5	1	1	-19.4	-19.6	-19.5
mental	6	2	5	1	0	0	-14.5	-14.2	-14.4
mentally	8	3	1	0	0	0	-16.3	-16.5	-16.2
mention	7	2	6	14	16	6	-13	-15.3	-12.8
mentioned	9	2	3	9	11	3	-14.1	-13.7	-13.8
mentioning	10	3	3	9	11	3	-17.3	-18.1	-17.2
mentions	8	2	6	15	16	6	-18.4	-16.3	-18.2
mentor	6	2	2	1	1	2	-16.5	-16.9	-16.9
